episode_id,symbol,cik,name,sector,included_in_quality_universe,first_observed_month,last_observed_month,episode_start,episode_end,months_observed,legacy,legacy_class,current_symbols_for_cik,current_ciks_for_symbol,yahoo_symbol,download_error,raw_history_available,first_price_date,last_price_date,warmup_sessions,indicator_warmup_ready,expected_sessions,observed_sessions,session_coverage,terminal_price_present,short_episode_probe,passes
DISH|0001001082|1|2017-03|1,DISH,0001001082,Dish Network,Communication Services,True,2017-03,2023-05,2017-03-31,2023-05-31,75,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],DISH,EMPTY_DOWNLOAD,False,,,0,False,1552,0,0.0,False,False,False
DLPH|0001521332|1|2015-10|1,DLPH,0001521332,Delphi Automotive PLC,Consumer Discretionary,True,2015-10,2017-11,2015-10-31,2017-11-30,26,True,TICKER_OR_SHARE_CLASS_CHANGED,['APTV'],[],DLPH,EMPTY_DOWNLOAD,False,,,0,False,525,0,0.0,False,False,False
DNB|0001115222|1|2015-10|1,DNB,0001115222,Dun & Bradstreet,Industrials,True,2015-10,2017-03,2015-10-31,2017-03-31,18,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],DNB,EMPTY_DOWNLOAD,False,,,0,False,356,0,0.0,False,False,False
DO|0000949039|1|2015-10|1,DO,0000949039,Diamond Offshore Drilling,Energy,True,2015-10,2016-08,2015-10-31,2016-08-31,11,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],DO,EMPTY_DOWNLOAD,False,,,0,False,210,0,0.0,False,False,False
DOW|0000029915|1|2015-10|1,DOW,0000029915,Dow Chemical,Materials,True,2015-10,2017-08,2015-10-31,2017-08-31,23,True,ENTITY_CHANGED_OR_SYMBOL_REUSED,[],['0001751788'],DOW,EMPTY_DOWNLOAD,False,,,0,False,462,0,0.0,False,False,False
DPS|0001418135|1|2015-10|1,DPS,0001418135,Dr Pepper Snapple Group,Consumer Staples,True,2015-10,2018-06,2015-10-31,2018-06-30,33,True,TICKER_OR_SHARE_CLASS_CHANGED,['KDP'],[],DPS,EMPTY_DOWNLOAD,False,,,0,False,670,0,0.0,False,False,False
DRE|0000783280|0|2017-07|1,DRE,0000783280,Duke Realty,Real Estate,False,2017-07,2022-09,2017-07-31,2022-09-30,63,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],DRE,EMPTY_DOWNLOAD,False,,,0,False,1303,0,0.0,False,False,False
DWDP|0001666700|1|2017-09|1,DWDP,0001666700,DowDuPont,Materials,True,2017-09,2019-05,2017-09-30,2019-05-31,21,True,TICKER_OR_SHARE_CLASS_CHANGED,['DD'],[],DWDP,EMPTY_DOWNLOAD,False,,,0,False,418,0,0.0,False,False,False
DXC|0001688568|1|2017-04|1,DXC,0001688568,DXC Technology,Information Technology,True,2017-04,2023-09,2017-04-30,2023-09-30,78,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],DXC,,True,2016-03-28,2023-11-09,276,True,1616,1616,1.0,True,False,True
EMC|0000790070|1|2015-10|1,EMC,0000790070,EMC Corp.,Information Technology,True,2015-10,2016-08,2015-10-31,2016-08-31,11,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],EMC,EMPTY_DOWNLOAD,False,,,0,False,210,0,0.0,False,False,False
EMN|0000915389|1|2015-10|1,EMN,0000915389,Eastman Chemical Company,Materials,True,2015-10,2025-10,2015-10-31,2025-10-31,121,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],EMN,,True,2014-09-26,2025-12-10,277,True,2515,2515,1.0,True,False,True
ENDP|0001100962|1|2015-10|1,ENDP,0001100962,Endo International,Health Care,True,2015-10,2017-02,2015-10-31,2017-02-28,17,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],ENDP,EMPTY_DOWNLOAD,False,,,0,False,333,0,0.0,False,False,False
ENPH|0001463101|1|2021-01|1,ENPH,0001463101,Enphase Energy,Information Technology,True,2021-01,2025-08,2021-01-31,2025-08-31,56,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],ENPH,,True,2019-12-30,2025-10-10,274,True,1151,1151,1.0,True,False,True
EPAM|0001352010|1|2021-12|1,EPAM,0001352010,EPAM Systems,Information Technology,True,2021-12,2026-05,2021-12-31,2026-05-31,54,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],EPAM,,True,2020-11-27,2026-07-10,275,True,1106,1106,1.0,True,False,True
ESRX|0001532063|1|2015-10|1,ESRX,0001532063,Express Scripts,Health Care,True,2015-10,2018-11,2015-10-31,2018-11-30,38,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],ESRX,,True,2014-09-26,2018-12-21,277,True,777,776,0.9987129987129987,True,False,True
ESV|0000314808|1|2015-10|1,ESV,0000314808,Ensco plc,Energy,True,2015-10,2016-02,2015-10-31,2016-02-29,5,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],ESV,EMPTY_DOWNLOAD,False,,,0,False,81,0,0.0,False,False,False
ETFC|0001015780|0|2015-10|1,ETFC,0001015780,E*Trade,Financials,False,2015-10,2020-09,2015-10-31,2020-09-30,60,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],ETFC,EMPTY_DOWNLOAD,False,,,0,False,1237,0,0.0,False,False,False
ETSY|0001370637|1|2020-10|1,ETSY,0001370637,Etsy,Consumer Discretionary,True,2020-10,2024-08,2020-10-31,2024-08-31,47,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],ETSY,,True,2019-09-27,2024-10-10,277,True,963,963,1.0,True,False,True
EVHC|0000895930|1|2016-12|1,EVHC,0000895930,Envision Healthcare,Health Care,True,2016-12,2018-09,2016-12-31,2018-09-30,22,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],EVHC,,True,2015-11-27,2018-10-10,276,True,439,438,0.9977220956719818,True,False,True
FB|0001326801|1|2015-10|1,FB,0001326801,Meta,Communication Services,True,2015-10,2022-05,2015-10-31,2022-05-31,80,True,TICKER_OR_SHARE_CLASS_CHANGED,['META'],[],FB,EMPTY_DOWNLOAD,False,,,0,False,1656,0,0.0,False,False,False
FBHS|0001519751|1|2016-06|1,FBHS,0001519751,Fortune Brands Home & Security,Industrials,True,2016-06,2022-11,2016-06-30,2022-11-30,78,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],FBHS,EMPTY_DOWNLOAD,False,,,0,False,1617,0,0.0,False,False,False
FI|0000798354|0|2023-06|1,FI,0000798354,Fiserv,Financials,False,2023-06,2025-10,2023-06-30,2025-10-31,29,True,TICKER_OR_SHARE_CLASS_CHANGED,['FISV'],[],FI,EMPTY_DOWNLOAD,False,,,0,False,588,0,0.0,False,False,False
FL|0000850209|1|2016-04|1,FL,0000850209,Foot Locker Inc,Consumer Discretionary,True,2016-04,2019-07,2016-04-30,2019-07-31,40,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],FL,EMPTY_DOWNLOAD,False,,,0,False,818,0,0.0,False,False,False
FLIR|0000354908|1|2015-10|1,FLIR,0000354908,FLIR Systems,Information Technology,True,2015-10,2021-04,2015-10-31,2021-04-30,67,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],FLIR,EMPTY_DOWNLOAD,False,,,0,False,1383,0,0.0,False,False,False
FLR|0001124198|1|2015-10|1,FLR,0001124198,Fluor Corp.,Industrials,True,2015-10,2019-05,2015-10-31,2019-05-31,44,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],FLR,,True,2014-09-26,2019-07-10,277,True,900,900,1.0,True,False,True
FLS|0000030625|1|2015-10|1,FLS,0000030625,Flowserve Corporation,Industrials,True,2015-10,2021-02,2015-10-31,2021-02-28,65,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],FLS,,True,2014-09-26,2021-04-09,277,True,1339,1339,1.0,True,False,True
FLT|0001175454|0|2023-03|1,FLT,0001175454,Fleetcor,Financials,False,2023-03,2024-02,2023-03-31,2024-02-29,12,True,TICKER_OR_SHARE_CLASS_CHANGED,['CPAY'],[],FLT,EMPTY_DOWNLOAD,False,,,0,False,230,0,0.0,False,False,False
FLT|0001175454|1|2018-06|1,FLT,0001175454,Fleetcor,Information Technology,True,2018-06,2023-02,2018-06-30,2023-02-28,57,True,TICKER_OR_SHARE_CLASS_CHANGED,['CPAY'],[],FLT,EMPTY_DOWNLOAD,False,,,0,False,1173,0,0.0,False,False,False
FMC|0000037785|1|2015-10|1,FMC,0000037785,FMC Corporation,Materials,True,2015-10,2025-02,2015-10-31,2025-02-28,113,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],FMC,,True,2014-09-26,2025-04-09,277,True,2345,2345,1.0,True,False,True
FOSL|0000883569|1|2015-10|1,FOSL,0000883569,"Fossil, Inc.",Consumer Discretionary,True,2015-10,2015-12,2015-10-31,2015-12-31,3,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],FOSL,,True,2014-09-26,2016-02-09,277,True,42,42,1.0,True,False,True
FOX|0001308161|1|2015-10|1,FOX,0001308161,Fox Corporation (Class B),Communication Services,True,2015-10,2020-08,2015-10-31,2020-08-31,59,True,ENTITY_CHANGED_OR_SYMBOL_REUSED,[],['0001754301'],FOX,,True,2019-03-13,2020-10-09,0,False,1216,372,0.3059210526315789,True,False,False
FOXA|0001308161|1|2015-10|1,FOXA,0001308161,Fox Corporation (Class A),Communication Services,True,2015-10,2020-08,2015-10-31,2020-08-31,59,True,ENTITY_CHANGED_OR_SYMBOL_REUSED,[],['0001754301'],FOXA,,True,2019-03-12,2020-10-09,0,False,1216,373,0.3067434210526316,True,False,False
FRC|0001132979|0|2019-01|1,FRC,0001132979,First Republic Bank,Financials,False,2019-01,2023-04,2019-01-31,2023-04-30,52,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],FRC,EMPTY_DOWNLOAD,False,,,0,False,1069,0,0.0,False,False,False
FTI|0001135152|1|2015-10|1,FTI,0001135152,FMC Technologies Inc.,Energy,True,2015-10,2017-03,2015-10-31,2017-03-31,18,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],FTI,,True,2014-09-26,2021-03-12,277,True,356,356,1.0,True,False,True
FTI|0001681459|1|2017-04|1,FTI,0001681459,TechnipFMC,Energy,True,2017-04,2021-01,2017-04-30,2021-01-31,46,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],FTI,,True,2014-09-26,2021-03-12,276,True,945,945,1.0,True,False,True
FTR|0000020520|1|2015-10|1,FTR,0000020520,Frontier Communications,Telecommunications Services,True,2015-10,2017-02,2015-10-31,2017-02-28,17,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],FTR,EMPTY_DOWNLOAD,False,,,0,False,333,0,0.0,False,False,False
GAS|0001004155|0|2015-10|1,GAS,0001004155,AGL Resources Inc.,Utilities,False,2015-10,2016-06,2015-10-31,2016-06-30,9,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],GAS,EMPTY_DOWNLOAD,False,,,0,False,167,0,0.0,False,False,False
GGP|0000895648|0|2015-10|1,GGP,0000895648,General Growth Properties Inc.,Real Estate,False,2015-10,2018-02,2015-10-31,2018-02-28,29,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],GGP,EMPTY_DOWNLOAD,False,,,0,False,585,0,0.0,False,False,False
GGP|0001496048|0|2018-03|1,GGP,0001496048,General Growth Properties Inc.,Real Estate,False,2018-03,2018-07,2018-03-31,2018-07-31,5,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],GGP,EMPTY_DOWNLOAD,False,,,0,False,85,0,0.0,False,False,False
GMCR|0000909954|1|2015-10|1,GMCR,0000909954,Keurig Green Mountain,Consumer Staples,True,2015-10,2016-02,2015-10-31,2016-02-29,5,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],GMCR,EMPTY_DOWNLOAD,False,,,0,False,81,0,0.0,False,False,False
GME|0001326380|1|2015-10|1,GME,0001326380,GameStop Corp.,Consumer Discretionary,True,2015-10,2016-03,2015-10-31,2016-03-31,6,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],GME,,True,2014-09-26,2016-05-10,277,True,103,103,1.0,True,False,True
GNW|0001276520|0|2015-10|1,GNW,0001276520,Genworth Financial Inc.,Financials,False,2015-10,2015-10,2015-10-31,2015-10-31,1,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],GNW,,True,2014-09-26,2015-12-10,277,True,0,0,0.0,False,True,False
GOOG|0001288776|1|2015-10|1,GOOG,0001288776,Alphabet Inc Class C,Information Technology,True,2015-10,2016-05,2015-10-31,2016-05-31,8,True,ENTITY_CHANGED_OR_SYMBOL_REUSED,[],['0001652044'],GOOG,,True,2014-09-26,2016-07-08,277,True,145,145,1.0,True,False,True
GOOGL|0001288776|1|2015-10|1,GOOGL,0001288776,Alphabet Inc Class A,Information Technology,True,2015-10,2016-05,2015-10-31,2016-05-31,8,True,ENTITY_CHANGED_OR_SYMBOL_REUSED,[],['0001652044'],GOOGL,,True,2014-09-26,2016-07-08,277,True,145,145,1.0,True,False,True
GPS|0000039911|1|2015-10|1,GPS,0000039911,Gap,Consumer Discretionary,True,2015-10,2022-01,2015-10-31,2022-01-31,76,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],GPS,EMPTY_DOWNLOAD,False,,,0,False,1573,0,0.0,False,False,False
GT|0000042582|1|2015-10|1,GT,0000042582,Goodyear Tire & Rubber,Consumer Discretionary,True,2015-10,2019-01,2015-10-31,2019-01-31,40,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],GT,,True,2014-09-26,2019-03-12,277,True,817,817,1.0,True,False,True
HAR|0000800459|1|2015-10|1,HAR,0000800459,Harman Int'l Industries,Consumer Discretionary,True,2015-10,2017-02,2015-10-31,2017-02-28,17,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],HAR,EMPTY_DOWNLOAD,False,,,0,False,333,0,0.0,False,False,False
HBI|0001359841|1|2015-10|1,HBI,0001359841,Hanesbrands,Consumer Discretionary,True,2015-10,2021-11,2015-10-31,2021-11-30,74,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],HBI,EMPTY_DOWNLOAD,False,,,0,False,1531,0,0.0,False,False,False
HCBK|0000921847|0|2015-10|1,HCBK,0000921847,Hudson City Bancorp,Financials,False,2015-10,2015-10,2015-10-31,2015-10-31,1,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],HCBK,EMPTY_DOWNLOAD,False,,,0,False,0,0,0.0,False,True,False
HCN|0000766704|0|2015-10|1,HCN,0000766704,Welltower Inc.,Real Estate,False,2015-10,2018-01,2015-10-31,2018-01-31,28,True,TICKER_OR_SHARE_CLASS_CHANGED,['WELL'],[],HCN,EMPTY_DOWNLOAD,False,,,0,False,566,0,0.0,False,False,False
HCP|0000765880|0|2015-10|1,HCP,0000765880,HCP Inc.,Real Estate,False,2015-10,2019-10,2015-10-31,2019-10-31,49,True,TICKER_OR_SHARE_CLASS_CHANGED,['DOC'],[],HCP,EMPTY_DOWNLOAD,False,,,0,False,1007,0,0.0,False,False,False
HES|0000004447|1|2015-10|1,HES,0000004447,Hess Corporation,Energy,True,2015-10,2025-06,2015-10-31,2025-06-30,117,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],HES,EMPTY_DOWNLOAD,False,,,0,False,2428,0,0.0,False,False,False
HFC|0000048039|1|2018-06|1,HFC,0000048039,HollyFrontier Corp,Energy,True,2018-06,2021-05,2018-06-30,2021-05-31,36,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],HFC,EMPTY_DOWNLOAD,False,,,0,False,733,0,0.0,False,False,False
HOG|0000793952|1|2015-10|1,HOG,0000793952,Harley-Davidson,Consumer Discretionary,True,2015-10,2020-06,2015-10-31,2020-06-30,57,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],HOG,,True,2014-09-26,2020-08-07,277,True,1173,1173,1.0,True,False,True
HOLX|0000859737|1|2016-03|1,HOLX,0000859737,Hologic,Health Care,True,2016-03,2026-03,2016-03-31,2026-03-31,121,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],HOLX,EMPTY_DOWNLOAD,False,,,0,False,2515,0,0.0,False,False,False
HOT|0000316206|1|2015-10|1,HOT,0000316206,Starwood Hotels & Resorts,Consumer Discretionary,True,2015-10,2016-08,2015-10-31,2016-08-31,11,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],HOT,,True,2015-01-02,2016-10-10,189,False,210,176,0.8380952380952381,True,False,False
HP|0000046765|1|2015-10|1,HP,0000046765,Helmerich & Payne,Energy,True,2015-10,2020-04,2015-10-31,2020-04-30,55,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],HP,,True,2014-09-26,2020-06-09,277,True,1131,1131,1.0,True,False,True
HRB|0000012659|0|2015-10|1,HRB,0000012659,Block H&R,Financials,False,2015-10,2018-08,2015-10-31,2018-08-31,35,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],HRB,,True,2014-09-26,2020-11-09,277,True,714,714,1.0,True,False,True
HRB|0000012659|1|2018-09|1,HRB,0000012659,H&R Block,Consumer Discretionary,True,2018-09,2020-09,2018-09-30,2020-09-30,25,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],HRB,,True,2014-09-26,2020-11-09,275,True,504,504,1.0,True,False,True
HRS|0000202058|1|2015-10|1,HRS,0000202058,Harris Corporation,Industrials,True,2015-10,2019-06,2015-10-31,2019-06-30,45,True,TICKER_OR_SHARE_CLASS_CHANGED,['LHX'],[],HRS,EMPTY_DOWNLOAD,False,,,0,False,920,0,0.0,False,False,False
ILMN|0001110803|1|2015-11|1,ILMN,0001110803,Illumina,Health Care,True,2015-11,2024-05,2015-11-30,2024-05-31,103,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],ILMN,,True,2014-10-27,2024-07-10,275,True,2140,2140,1.0,True,False,True
INFO|0001598014|1|2017-06|1,INFO,0001598014,IHS Markit,Industrials,True,2017-06,2022-02,2017-06-30,2022-02-28,57,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],INFO,EMPTY_DOWNLOAD,False,,,0,False,1174,0,0.0,False,False,False
IPG|0000051644|1|2015-10|1,IPG,0000051644,Interpublic Group of Companies (The),Communication Services,True,2015-10,2025-10,2015-10-31,2025-10-31,121,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],IPG,EMPTY_DOWNLOAD,False,,,0,False,2515,0,0.0,False,False,False
IPGP|0001111928|1|2018-03|1,IPGP,0001111928,IPG Photonics,Information Technology,True,2018-03,2022-05,2018-03-31,2022-05-31,51,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],IPGP,,True,2017-02-24,2022-07-08,276,True,1050,1050,1.0,True,False,True
IR|0001466258|1|2015-10|1,IR,0001466258,Ingersoll-Rand PLC,Industrials,True,2015-10,2020-02,2015-10-31,2020-02-29,53,True,TICKER_OR_SHARE_CLASS_CHANGED,['TT'],['0001699150'],IR,,True,2017-05-12,2020-04-09,0,False,1088,704,0.6470588235294118,True,False,False
JCI|0000053669|1|2015-10|1,JCI,0000053669,Johnson Controls,Consumer Discretionary,True,2015-10,2016-09,2015-10-31,2016-09-30,12,True,ENTITY_CHANGED_OR_SYMBOL_REUSED,[],['0000833444'],JCI,,True,2014-09-26,2016-11-09,277,True,231,231,1.0,True,False,True
JEC|0000052988|1|2015-10|1,JEC,0000052988,Jacobs Engineering Group,Industrials,True,2015-10,2019-11,2015-10-31,2019-11-30,50,True,TICKER_OR_SHARE_CLASS_CHANGED,['J'],[],JEC,EMPTY_DOWNLOAD,False,,,0,False,1027,0,0.0,False,False,False
JEF|0000096223|0|2018-05|1,JEF,0000096223,Jefferies Financial Group,Financials,False,2018-05,2019-08,2018-05-31,2019-08-31,16,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],JEF,,True,2017-04-26,2019-10-10,276,True,316,316,1.0,True,False,True
JKHY|0001262439|1|2018-11|1,JKHY,0001262439,Jack Henry & Associates Inc,Information Technology,True,2018-11,2019-04,2018-11-30,2019-04-30,6,True,ENTITY_CHANGED_OR_SYMBOL_REUSED,[],['0000779152'],JKHY,,True,2017-10-26,2019-06-07,276,True,102,102,1.0,True,False,True
JNPR|0001043604|1|2015-10|1,JNPR,0001043604,Juniper Networks,Information Technology,True,2015-10,2025-06,2015-10-31,2025-06-30,117,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],JNPR,EMPTY_DOWNLOAD,False,,,0,False,2428,0,0.0,False,False,False
JWN|0000072333|1|2015-10|1,JWN,0000072333,Nordstrom,Consumer Discretionary,True,2015-10,2020-06,2015-10-31,2020-06-30,57,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],JWN,EMPTY_DOWNLOAD,False,,,0,False,1173,0,0.0,False,False,False
K|0000055067|1|2015-10|1,K,0000055067,Kellanova,Consumer Staples,True,2015-10,2025-11,2015-10-31,2025-11-30,122,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],K,EMPTY_DOWNLOAD,False,,,0,False,2534,0,0.0,False,False,False
KHC|0001545158|1|2015-10|1,KHC,0001545158,Kraft Heinz Co,Consumer Staples,True,2015-10,2017-03,2015-10-31,2017-03-31,18,True,ENTITY_CHANGED_OR_SYMBOL_REUSED,[],['0001637459'],KHC,,True,2015-07-06,2017-05-10,84,False,356,356,1.0,True,False,True
KMX|0001170010|1|2015-10|1,KMX,0001170010,CarMax,Consumer Discretionary,True,2015-10,2025-09,2015-10-31,2025-09-30,120,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],KMX,,True,2014-09-26,2025-11-07,277,True,2492,2492,1.0,True,False,True
KORS|0001530721|1|2015-10|1,KORS,0001530721,Michael Kors Holdings,Consumer Discretionary,True,2015-10,2018-12,2015-10-31,2018-12-31,39,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],KORS,EMPTY_DOWNLOAD,False,,,0,False,796,0,0.0,False,False,False
KSS|0000885639|1|2015-10|1,KSS,0000885639,Kohl's Corp.,Consumer Discretionary,True,2015-10,2020-09,2015-10-31,2020-09-30,60,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],KSS,,True,2014-09-26,2020-11-09,277,True,1237,1237,1.0,True,False,True
KSU|0000054480|1|2015-10|1,KSU,0000054480,Kansas City Southern,Industrials,True,2015-10,2021-11,2015-10-31,2021-11-30,74,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],KSU,EMPTY_DOWNLOAD,False,,,0,False,1531,0,0.0,False,False,False
LB|0000701985|1|2015-10|1,LB,0000701985,L Brands,Consumer Discretionary,True,2015-10,2021-07,2015-10-31,2021-07-31,70,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],LB,EMPTY_DOWNLOAD,False,,,0,False,1446,0,0.0,False,False,False
LEG|0000058492|1|2015-10|1,LEG,0000058492,Leggett & Platt,Consumer Discretionary,True,2015-10,2021-11,2015-10-31,2021-11-30,74,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],LEG,,True,2014-09-26,2022-01-07,277,True,1531,1531,1.0,True,False,True
LKQ|0001065696|1|2016-05|1,LKQ,0001065696,LKQ Corporation,Consumer Discretionary,True,2016-05,2025-11,2016-05-31,2025-11-30,115,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],LKQ,,True,2015-04-27,2026-01-09,276,True,2390,2390,1.0,True,False,True
LLL|0001039101|1|2019-05|1,LLL,0001039101,L-3 Communications Holdings,Industrials,True,2019-05,2019-06,2019-05-31,2019-06-30,2,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],LLL,EMPTY_DOWNLOAD,False,,,0,False,21,0,0.0,False,False,False
LLL|0001056239|1|2015-10|1,LLL,0001056239,L-3 Communications Holdings,Industrials,True,2015-10,2019-04,2015-10-31,2019-04-30,43,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],LLL,EMPTY_DOWNLOAD,False,,,0,False,878,0,0.0,False,False,False
LLTC|0000791907|1|2015-10|1,LLTC,0000791907,Linear Technology Corp.,Information Technology,True,2015-10,2017-02,2015-10-31,2017-02-28,17,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],LLTC,EMPTY_DOWNLOAD,False,,,0,False,333,0,0.0,False,False,False
LM|0000704051|0|2015-10|1,LM,0000704051,Legg Mason,Financials,False,2015-10,2016-11,2015-10-31,2016-11-30,14,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],LM,EMPTY_DOWNLOAD,False,,,0,False,273,0,0.0,False,False,False
LNC|0000059558|0|2015-10|1,LNC,0000059558,Lincoln Financial,Financials,False,2015-10,2023-08,2015-10-31,2023-08-31,95,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],LNC,,True,2014-09-26,2023-10-10,277,True,1971,1971,1.0,True,False,True
LUK|0000096223|0|2015-10|1,LUK,0000096223,Leucadia National Corp.,Financials,False,2015-10,2018-04,2015-10-31,2018-04-30,31,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],LUK,EMPTY_DOWNLOAD,False,,,0,False,627,0,0.0,False,False,False
LUMN|0000018926|1|2020-09|1,LUMN,0000018926,Lumen Technologies,Communication Services,True,2020-09,2023-02,2020-09-30,2023-02-28,30,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],LUMN,,True,2019-08-27,2023-04-06,276,True,607,607,1.0,True,False,True
LVLT|0000794323|1|2015-10|1,LVLT,0000794323,Level 3 Communications,Telecommunication Services,True,2015-10,2017-09,2015-10-31,2017-09-30,24,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],LVLT,EMPTY_DOWNLOAD,False,,,0,False,482,0,0.0,False,False,False
LW|0001679273|1|2018-12|1,LW,0001679273,Lamb Weston,Consumer Staples,True,2018-12,2026-02,2018-12-31,2026-02-28,87,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],LW,,True,2017-11-27,2026-04-09,274,True,1800,1800,1.0,True,False,True
M|0000794367|1|2015-10|1,M,0000794367,Macy's Inc.,Consumer Discretionary,True,2015-10,2020-03,2015-10-31,2020-03-31,54,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],M,,True,2014-09-26,2020-05-08,277,True,1110,1110,1.0,True,False,True
MAC|0000912242|0|2015-10|1,MAC,0000912242,Macerich,Real Estate,False,2015-10,2019-11,2015-10-31,2019-11-30,50,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],MAC,,True,2014-09-26,2020-01-09,277,True,1027,1027,1.0,True,False,True
MAT|0000063276|1|2015-10|1,MAT,0000063276,Mattel Inc.,Consumer Discretionary,True,2015-10,2019-05,2015-10-31,2019-05-31,44,True,NO_LONGER_CURRENT_CONSTITUENT_SECURITY,[],[],MAT,,True,2014-09-26,2019-07-10,277,True,900,900,1.0,True,False,True
MDT|0000064670|1|2015-10|1,MDT,0000064670,Medtronic plc,Health Care,True,2015-10,2019-04,2015-10-31,2019-04-30,43,True,ENTITY_CHANGED_OR_SYMBOL_REUSED,[],['0001613103'],MDT,,True,2014-09-26,2019-06-07,277,True,878,878,1.0,True,False,True
