month,overall_coverage,minimum_sector_coverage,provenance_rate
2015-10,0.9321148825065274,0.8545454545454545,1.0
2015-11,0.9322916666666666,0.8571428571428571,1.0
2015-12,0.9296875,0.8571428571428571,1.0
2016-01,0.9291338582677166,0.8571428571428571,1.0
2016-02,0.93717277486911,0.8571428571428571,1.0
2016-03,0.9291338582677166,0.8448275862068966,1.0
2016-04,0.9291338582677166,0.8596491228070176,1.0
2016-05,0.9366754617414248,0.8596491228070176,1.0
2016-06,0.9366754617414248,0.8571428571428571,1.0
2016-07,0.9342105263157895,0.8571428571428571,1.0
2016-08,0.9368421052631579,0.8571428571428571,1.0
2016-09,0.9315789473684211,0.8620689655172413,1.0
2016-10,0.926509186351706,0.8620689655172413,1.0
2016-11,0.9232804232804233,0.8620689655172413,1.0
2016-12,0.9206349206349206,0.847457627118644,1.0
2017-01,0.920844327176781,0.8305084745762712,1.0
2017-02,0.9417989417989417,0.85,1.0
2017-03,0.944,0.8833333333333333,1.0
2017-04,0.944,0.8833333333333333,1.0
2017-05,0.9413333333333334,0.8833333333333333,1.0
2017-06,0.9385026737967914,0.8688524590163934,1.0
2017-07,0.938337801608579,0.8688524590163934,1.0
2017-08,0.9381720430107527,0.8709677419354839,1.0
2017-09,0.9353099730458221,0.8709677419354839,1.0
2017-10,0.9380053908355795,0.8870967741935484,1.0
2017-11,0.9407008086253369,0.8870967741935484,1.0
2017-12,0.9407008086253369,0.8870967741935484,1.0
2018-01,0.9407008086253369,0.8852459016393442,1.0
2018-02,0.9407008086253369,0.8852459016393442,1.0
2018-03,0.9459459459459459,0.9016393442622951,1.0
2018-04,0.943089430894309,0.9016393442622951,1.0
2018-05,0.943089430894309,0.9032258064516129,1.0
2018-06,0.943089430894309,0.9032258064516129,1.0
2018-07,0.943089430894309,0.9032258064516129,1.0
2018-08,0.9459459459459459,0.9032258064516129,1.0
2018-09,0.9408602150537635,0.8636363636363636,1.0
2018-10,0.9408602150537635,0.8636363636363636,1.0
2018-11,0.9381720430107527,0.8636363636363636,1.0
2018-12,0.9354838709677419,0.8484848484848485,1.0
2019-01,0.9436997319034852,0.8636363636363636,1.0
2019-02,0.9489247311827957,0.8636363636363636,1.0
2019-03,0.9487870619946092,0.8636363636363636,1.0
2019-04,0.9463806970509383,0.8636363636363636,1.0
2019-05,0.9571045576407506,0.8636363636363636,1.0
2019-06,0.9544235924932976,0.8636363636363636,1.0
2019-07,0.9543010752688172,0.8695652173913043,1.0
2019-08,0.9516129032258065,0.8695652173913043,1.0
2019-09,0.9463806970509383,0.782608695652174,1.0
2019-10,0.9490616621983914,0.782608695652174,1.0
2019-11,0.9490616621983914,0.782608695652174,1.0
2019-12,0.9493333333333334,0.7619047619047619,1.0
2020-01,0.9466666666666667,0.7727272727272727,1.0
2020-02,0.9413333333333334,0.7272727272727273,1.0
2020-03,0.9466666666666667,0.7272727272727273,1.0
2020-04,0.9466666666666667,0.7727272727272727,1.0
2020-05,0.9466666666666667,0.7727272727272727,1.0
2020-06,0.944,0.7272727272727273,1.0
2020-07,0.944,0.7272727272727273,1.0
2020-08,0.9413333333333334,0.7272727272727273,1.0
2020-09,0.9546666666666667,0.8636363636363636,1.0
2020-10,0.9574468085106383,0.8636363636363636,1.0
2020-11,0.9601063829787234,0.8636363636363636,1.0
2020-12,0.9575596816976127,0.8636363636363636,1.0
2021-01,0.9575596816976127,0.8636363636363636,1.0
2021-02,0.9628647214854111,0.8636363636363636,1.0
2021-03,0.9629629629629629,0.8636363636363636,1.0
2021-04,0.9629629629629629,0.8636363636363636,1.0
2021-05,0.955026455026455,0.8636363636363636,1.0
2021-06,0.955026455026455,0.8636363636363636,1.0
2021-07,0.9576719576719577,0.9090909090909091,1.0
2021-08,0.955026455026455,0.9090909090909091,1.0
2021-09,0.955026455026455,0.9047619047619048,1.0
2021-10,0.955026455026455,0.9047619047619048,1.0
2021-11,0.9576719576719577,0.9047619047619048,1.0
2021-12,0.9574468085106383,0.9047619047619048,1.0
2022-01,0.9547872340425532,0.9047619047619048,1.0
2022-02,0.9626666666666667,0.9130434782608695,1.0
2022-03,0.968,0.9130434782608695,1.0
2022-04,0.9706666666666667,0.9130434782608695,1.0
2022-05,0.9626666666666667,0.9130434782608695,1.0
2022-06,0.9625668449197861,0.9130434782608695,1.0
2022-07,0.9625668449197861,0.9130434782608695,1.0
2022-08,0.9652406417112299,0.9375,1.0
2022-09,0.9624664879356568,0.921875,1.0
2022-10,0.9623655913978495,0.921875,1.0
2022-11,0.9650537634408602,0.9375,1.0
2022-12,0.9623655913978495,0.9365079365079365,1.0
2023-01,0.9651474530831099,0.921875,1.0
2023-02,0.9705093833780161,0.921875,1.0
2023-03,0.9700272479564033,0.9230769230769231,1.0
2023-04,0.9673024523160763,0.9230769230769231,1.0
2023-05,0.9646739130434783,0.9230769230769231,1.0
2023-06,0.967391304347826,0.9230769230769231,1.0
2023-07,0.967391304347826,0.9230769230769231,1.0
2023-08,0.970108695652174,0.9230769230769231,1.0
2023-09,0.9700272479564033,0.9230769230769231,1.0
2023-10,0.9700272479564033,0.9375,1.0
2023-11,0.9673024523160763,0.9375,1.0
2023-12,0.9645776566757494,0.9375,1.0
2024-01,0.9645776566757494,0.9375,1.0
2024-02,0.9673024523160763,0.921875,1.0
2024-03,0.967391304347826,0.921875,1.0
2024-04,0.9619565217391305,0.90625,1.0
2024-05,0.9645776566757494,0.921875,1.0
2024-06,0.9645776566757494,0.9206349206349206,1.0
2024-07,0.9591280653950953,0.9206349206349206,1.0
2024-08,0.9645776566757494,0.9206349206349206,1.0
2024-09,0.9590163934426229,0.9193548387096774,1.0
2024-10,0.9590163934426229,0.9193548387096774,1.0
2024-11,0.9590163934426229,0.9193548387096774,1.0
2024-12,0.9561643835616438,0.9180327868852459,1.0
2025-01,0.958904109589041,0.9180327868852459,1.0
2025-02,0.9643835616438357,0.9180327868852459,1.0
2025-03,0.9616438356164384,0.9166666666666666,1.0
2025-04,0.9643835616438357,0.9166666666666666,1.0
2025-05,0.9616438356164384,0.9166666666666666,1.0
2025-06,0.9616438356164384,0.9166666666666666,1.0
2025-07,0.9615384615384616,0.9166666666666666,1.0
2025-08,0.9614325068870524,0.9166666666666666,1.0
2025-09,0.9614325068870524,0.9166666666666666,1.0
2025-10,0.9586776859504132,0.9166666666666666,1.0
2025-11,0.9613259668508287,0.9166666666666666,1.0
2025-12,0.9611111111111111,0.9166666666666666,1.0
2026-01,0.9585635359116023,0.9166666666666666,1.0
2026-02,0.9558011049723757,0.8846153846153846,1.0
2026-03,0.9530386740331491,0.8846153846153846,1.0
